source	zh	note
Effects: Summoning\nTarget: n/a\nCasting Cost: 325 mana\nUpkeep: 7 mana/turn\nSummons a giant basilisk - a creature so frightening to behold, that it can turn its enemies to stone simply by gazing in their direction. The basilisk has 15 melee strength, +1 to hit, 4 defense, 7 resistance, and 30 hit points. It has a movement speed of 2, and its Stoning Gaze carries a resistance penalty of -1.	效果：召喚\n目標：無\n施法花費：325 法力\n維護：7 法力/回合\n召喚一頭巨型蛇怪——其面目之恐怖，僅憑目光凝視便能將敵人石化。蛇怪有近戰 15、命中 +1、防禦 4、抗性 7、生命 30，移動速度為 2，其「石化凝視」帶有 -1 的抗性懲罰。	help
Effects: Unit Enchantment\nTarget: one unit\nCasting Cost: 35/175 mana\nUpkeep: 5 mana/turn\nGives a target unit increased resistance (+10) to the elemental magics of chaos and nature, and improved defense (+10) against damage spells and ranged magical attacks associated with these two realms. The latter includes all such attacks with the exception of those made by the Sage and Illusionist heroes, and also works against breath attacks and Immolation. These bonuses do not exert cumulative effects with the spell Resist Elements however, but will override them instead.	效果：單位結界\n目標：一個單位\n施法花費：35/175 法力\n維護：5 法力/回合\n賦予目標單位對混沌與自然元素魔法的抗性大幅提升（+10），以及對這兩個領域的傷害法術和遠程魔法攻擊的防禦大幅提升（+10）。後者涵蓋所有此類攻擊，但賢者與幻術師英雄所發動的攻擊除外；亦可抵禦吐息攻擊與烈焰焚身。但此加成不與「抵禦元素」法術疊加，而是將其覆蓋。	help
Effects: Instant Combat\nTarget: one enemy unit\nCasting Cost: 35 mana\nUpkeep: none\nAttempts to turn an entire enemy unit into stone. Each figure must individually resist the effect, or be slain irrevocably - no magic may bring petrified creatures back to life during the current battle (although they may be able to regenerate afterwards if any figures survive).	效果：即時戰鬥\n目標：一個敵方單位\n施法花費：35 法力\n維護：無\n嘗試將整支敵方單位化為石像。每個模型必須個別進行抗性判定，否則將永久死亡——本場戰鬥中無任何魔法能使石化生物復生（但若有模型倖存，戰後或許能再生）。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 450 mana\nUpkeep: 9 mana/turn\nSummons an enormous, wall-crushing stone giant. This creature is impervious to Poison and Stoning, may destroy city wall sections with its attacks, and can hurl huge boulders at its enemies twice per battle. It has an attack strength of 15, +2 to hit, 8 defense, 9 resistance, and 20 hit points. It can move with a speed of 2, and has the Mountaineer trait, allowing it, and any units stacked with it, to move over hills and mountains for only 1 movement point per tile.	效果：召喚\n目標：無\n施法花費：450 法力\n維護：9 法力/回合\n召喚一頭巨大的碎牆石巨人。此生物對毒素與石化免疫，攻擊時可摧毀城牆段，並可在每場戰鬥中向敵人投擲巨石兩次。攻擊強度 15、命中 +2、防禦 8、抗性 9、生命 20，移動速度為 2。具備「山地行者」特性，使其本身及與其同堆疊的單位穿越丘陵與山脈每格僅需 1 點移動力。	help
Effects: Unit Enchantment\nTarget: one unit\nCasting Cost: 40/200 mana\nUpkeep: 5 mana/turn\nFuses iron with a target unit's skin, making it able to withstand most attacks (adds 5 to defense).	效果：單位結界\n目標：一個單位\n施法花費：40/200 法力\n維護：5 法力/回合\n將鐵融入目標單位的皮膚，使其能承受大多數攻擊（防禦加 5）。	help
Effects: Instant\nTarget: map square\nCasting Cost: 200 mana\nUpkeep: none\nCauses the skies above a target map square to rain down a torrent of icy hail. All figures occupying that area are struck with a strength 6 magic cold attack.	效果：即時\n目標：地圖格\n施法花費：200 法力\n維護：無\n使目標地圖格上空降下冰雹暴雨，佔據該區域的所有模型受到強度 6 的魔法冰冷攻擊。	help
Effects: Instant\nTarget: enemy city\nCasting Cost: 200 mana\nUpkeep: none\nCauses a violent earthquake to shake a target city. All buildings have a 15% chance of being destroyed. All non-flying, corporeal units have a 25% chance of dying. Replaced buildings, and buildings required by another, still standing one may not be collapsed by this spell however.	效果：即時\n目標：敵方城市\n施法花費：200 法力\n維護：無\n引發猛烈地震撼動目標城市。所有建築有 15% 的機率被摧毀，所有非飛行有形單位有 25% 的機率死亡。但可替換的建築，以及被另一棟仍屹立的建築所依賴的建築，不會被此法術摧毀。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 600 mana\nUpkeep: 15 mana/turn\nSummons a unit of four gorgons. These monstrosities, just as their mythological namesakes, are so ugly and frightening to behold that enemies who mistakenly peek in their direction are turned to stone. Gorgons have 8 melee strength, +2 to hit, 7 defense, 9 resistance, and 9 hit points each. They fly with a speed of 2, and their Stoning Gaze carries a resistance penalty of -2.	效果：召喚\n目標：無\n施法花費：600 法力\n維護：15 法力/回合\n召喚一隊共四隻戈爾貢。這些怪物如同神話中的同名生物，其外貌之醜陋恐怖，令不慎對視的敵人化為石像。戈爾貢各有近戰 8、命中 +2、防禦 7、抗性 9、生命 9。飛行速度為 2，其「石化凝視」帶有 -2 的抗性懲罰。	help
Effects: Instant\nTarget: friendly city\nCasting Cost: 200 mana\nUpkeep: none\nMoves a wizard's enchanted fortress (with summoning circle, if the circle has not previously been moved) to the target friendly city. If the new city is inhabited by a different race, then they will become the new capital race of the empire, affecting the base level of unrest in every settlement accordingly.	效果：即時\n目標：友方城市\n施法花費：200 法力\n維護：無\n將巫師的魔法要塞（若召喚圈尚未移動過，則連同召喚圈一起）遷移至目標友方城市。若新城市居住著不同種族，則該種族將成為帝國的新首都種族，並相應影響每座聚落的基礎動亂等級。	help
Effects: City Enchantment\nTarget: friendly city\nCasting Cost: 300 mana\nUpkeep: 3 mana/turn\nA target city's maximum food harvest (and thereby base maximum population) increases by 50%. Every turn there is a 10% chance for each of the city's deserts to convert to grasslands and volcanoes to verdant hills, and a 20% chance each that its corrupted lands return to their pristine state. In addition, unrest in the city is reduced by 2, and any production bonus it gains from forest tiles is doubled.	效果：城市結界\n目標：友方城市\n施法花費：300 法力\n維護：3 法力/回合\n目標城市的最高食物收穫量（以及基礎最高人口）提升 50%。每個回合，城市的每片沙漠有 10% 的機率轉化為草原，每座火山有 10% 的機率化為翠綠丘陵，每片受污染土地有 20% 的機率恢復原始狀態。此外，城市的動亂降低 2 點，且來自森林格的生產加成翻倍。	help
Effects: Combat Summoning\nTarget: unoccupied map square\nCasting Cost: 60 mana\nUpkeep: none\nSummons an earth elemental. The creature cannot be summoned if there are already nine friendly units on the battlefield, and disappears when the battle is over. The elemental has a melee strength of 25, +1 to hit, 4 defense, 8 resistance, and 30 hit points. It has a movement speed of 1, and is impervious to Poison and Stoning attacks. The earth elemental also has the Wall Crusher ability, allowing it to destroy sections of city walls in close combat with a 50% chance per attack.	效果：戰鬥召喚\n目標：空置地圖格\n施法花費：60 法力\n維護：無\n召喚一個土元素。若戰場上已有九個友方單位，則無法召喚，戰鬥結束後消失。元素有近戰 25、命中 +1、防禦 4、抗性 8、生命 30，移動速度為 1，對毒素與石化免疫。土元素亦具備「碎牆者」能力，每次近戰攻擊有 50% 的機率摧毀城牆段。	help
Effects: Unit Enchantment\nTarget: one unit\nCasting Cost: 60/300 mana\nUpkeep: 10 mana/turn\nTarget unit can regenerate during combat (1 hit point/ turn) and afterwards (immediate return to full health). If the unit dies in combat, it returns in full health if its side won, unless it was slain by mostly irreversible- or create undead damage (banishment/unsummoning, petrification, disintegration, life stealing). The unit is also impervious to conventional damage spells and effects on the overland map, and will never suffer any harm from them.	效果：單位結界\n目標：一個單位\n施法花費：60/300 法力\n維護：10 法力/回合\n目標單位在戰鬥中可再生（每回合 1 點生命），戰後亦可立即恢復滿血。若該單位在戰鬥中陣亡，且己方獲勝，則以滿血狀態復活——但若死於大多不可逆的傷害或製造不死者效果（驅逐/解除召喚、石化、瓦解、竊取生命）則不在此列。此單位在戰略地圖上亦對普通傷害法術與效果免疫，永不受其傷害。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 700 mana\nUpkeep: 15 mana/turn\nSummons a fierce behemoth - one of the strongest creatures that can be summoned to Arcanus and Myrror. The behemoth has 25 melee strength, +2 to hit, 9 defense, 10 resistance, 45 hit points, and a movement speed of 2.	效果：召喚\n目標：無\n施法花費：700 法力\n維護：15 法力/回合\n召喚一頭兇猛的巨獸——阿坎努斯與米羅中可召喚的最強生物之一。巨獸有近戰 25、命中 +2、防禦 9、抗性 10、生命 45，移動速度為 2。	help
Effects: Combat Enchantment\nTarget: n/a\nCasting Cost: 50 mana\nUpkeep: none\nCauses all enemy creatures to lose one point from their movement speed. If a creature's movement speed is zero, it cannot attack or move the rest of combat; but it can still strike back if attacked.	效果：戰鬥結界\n目標：無\n施法花費：50 法力\n維護：無\n使所有敵方生物的移動速度各減少 1 點。若生物的移動速度降至零，則在本場戰鬥剩餘時間內無法攻擊或移動，但若遭受攻擊仍可反擊。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 800 mana\nUpkeep: 7 mana/turn\nReveals all lands, cities and non- invisible creatures on both Arcanus and Myrror!	效果：全域結界\n目標：無\n施法花費：800 法力\n維護：7 法力/回合\n揭露阿坎努斯與米羅上所有的地形、城市及非隱形生物！	help
Effects: Combat Enchantment\nTarget: n/a\nCasting Cost: 60 mana\nUpkeep: none\nCalls a powerful electrical storm from which deadly lightning bolts issue. Three to five armor piercing lightning bolts of strength 8 strike random enemy units at the beginning of every turn until the end of combat.	效果：戰鬥結界\n目標：無\n施法花費：60 法力\n維護：無\n呼喚強力電磁風暴，釋放致命閃電。每個回合開始時，三到五道強度 8 的穿甲閃電擊中隨機敵方單位，直至戰鬥結束。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 800 mana\nUpkeep: 17 mana/turn\nSummons an awe-inspiring colossus - a rock-wielding fighting machine immune to all forms of Poison and Stoning. It has an attack strength of 20, +3 to hit, 10 defense, 15 resistance, 30 hit points, and a speed of 2. It can make 2 ranged boulder attacks per battle, and has the First Strike ability, allowing it to inflict damage before the opponent when attacking. The colossus is also a Wall Crusher, granting it a chance to destroy sections of city walls with its attacks.	效果：召喚\n目標：無\n施法花費：800 法力\n維護：17 法力/回合\n召喚一尊令人嘆為觀止的巨像——一台揮舞巨石、對所有毒素與石化效果完全免疫的戰鬥機器。攻擊強度 20、命中 +3、防禦 10、抗性 15、生命 30，速度為 2。每場戰鬥可發動 2 次遠程巨石攻擊，並具備「先手攻擊」能力，使其攻擊時可在對手之前造成傷害。巨像亦是「碎牆者」，攻擊時有機會摧毀城牆段。	help
Effects: City Enchantment\nTarget: friendly city\nCasting Cost: 250 mana\nUpkeep: 5 mana/turn\nCreates a teleporting device within a target city. Friendly units can teleport between any two of the casting wizard's cities equipped with earth gates, for the cost of one movement point.	效果：城市結界\n目標：友方城市\n施法花費：250 法力\n維護：5 法力/回合\n在目標城市內建造一個傳送裝置。友方單位可在施法巫師旗下任意兩座裝有地界之門的城市之間傳送，費用為 1 點移動力。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 1000 mana\nUpkeep: 10 mana/turn\nCompletely heals all of a wizard's damaged units every game turn.	效果：全域結界\n目標：無\n施法花費：1000 法力\n維護：10 法力/回合\n每個遊戲回合，完整治癒巫師旗下所有受損單位。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 1000 mana\nUpkeep: 20 mana/turn\nSummons a gigantic, poisonous, tunneling land wyrm. For all its bulk a great wyrm, with its ability to tunnel underground, is frighteningly fast on the battlefield. It has 25 melee strength, +3 to hit, 12 defense, 12 resistance, and 45 hit points, as well as a strength 15 Poison Touch attack. The great wyrm has a speed of 3, and can instantly move up to 10 tiles away for the cost of only a single movement point.	效果：召喚\n目標：無\n施法花費：1000 法力\n維護：20 法力/回合\n召喚一頭巨型毒性穿地陸上蠕龍。儘管體型龐大，大蠕龍憑藉地下穿行能力，在戰場上快得令人生畏。有近戰 25、命中 +3、防禦 12、抗性 12、生命 45，以及強度 15 的「毒素觸碰」攻擊。大蠕龍移動速度為 3，且可僅消耗 1 點移動力瞬間移動至最遠 10 格之外。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 1250 mana\nUpkeep: 10 mana/turn\nFor every non-combat death or chaos spell cast by a rival wizard, all of their cities suffer tremors similar to the Earthquake spell. Each non-flying, corporeal unit has a 15% chance of dying and each building a 5% chance of collapsing. However, buildings that are replaced- or required by a still standing structure are exempt from this effect.	效果：全域結界\n目標：無\n施法花費：1250 法力\n維護：10 法力/回合\n每當敵對巫師施放一個非戰鬥死亡或混沌法術，其所有城市都會遭受類似地震法術的震顫。每個非飛行有形單位有 15% 的機率死亡，每棟建築有 5% 的機率倒塌。但可替換的建築，以及被另一棟仍屹立的建築所依賴的建築，均不受此效果影響。	help
Effects: Unit Enchantment\nTarget: one unit\nCasting Cost: 5/25 mana\nUpkeep: 1 mana/turn\nAdds 5 to all resistance rolls versus magic. This includes effectively every resistance roll in the game, with the sole exception of those made against Poison.	效果：單位結界\n目標：一個單位\n施法花費：5/25 法力\n維護：1 法力/回合\n對所有魔法的抗性判定各加 5。幾乎涵蓋遊戲中所有抗性判定，唯一例外是對毒素的抗性判定。	help
Effects: Instant Combat\nTarget: map square\nCasting Cost: 10+ mana\nUpkeep: none\nA stronger version of the arcane Dispel Magic. On friendly units, it will target all curses, while on enemies it will attempt to remove enchantments instead. Each target effect is rolled for individually. Assuming no other modifiers, the percent chance of a successful dispel is 100 x (dispel strength) / (dispel strength + target cost), where the dispel strength is three times the total mana spent on Dispel Magic True, including the initial 10.	效果：即時戰鬥\n目標：地圖格\n施法花費：10+ 法力\n維護：無\n奧術「驅散魔法」的強化版本。對友方單位，它將針對所有詛咒；對敵方單位，則嘗試移除結界。每個目標效果分別進行判定。假設無其他加成，成功驅散的機率為 100 × (驅散強度) / (驅散強度 + 目標花費)，其中驅散強度為投入「真驅散魔法」的總法力三倍（含初始 10 點）。	help
Effects: Summoning\nTarget: ocean or shore map square\nCasting Cost: 50 mana\nUpkeep: 5 mana/turn\nSummons an apparently solid cloud to any visible ocean map square of a wizard's choice. This thick body of vapors can carry up to eight units across water and moves at a speed of two map squares/turn. The floating island has no combat capabilities, instead allowing any units carried by it to participate in water battles regardless of their movement types, albeit ground units are incapable of actually moving off the island during combat.	效果：召喚\n目標：海洋或海岸地圖格\n施法花費：50 法力\n維護：5 法力/回合\n在巫師選擇的任意可見海洋地圖格上召喚一片看似堅實的雲島。這團厚重雲氣可承載最多八個單位渡海，移動速度為每回合兩個地圖格。浮島無戰鬥能力，但可讓其上攜帶的任何單位參與海上戰鬥，無論其移動類型——不過陸地單位在戰鬥中無法實際離開浮島。	help
Effects: Unit Enchantment\nTarget: one unit\nCasting Cost: 10/50 mana\nUpkeep: 1 mana/turn\nSurrounds the unit with a magically protective wall of air, making it almost totally immune to arrow and sling attacks.	效果：單位結界\n目標：一個單位\n施法花費：10/50 法力\n維護：1 法力/回合\n以魔法氣牆環繞該單位，使其幾乎對弓箭和投石攻擊完全免疫。	help
Effects: Combat Summoning\nTarget: unoccupied map square\nCasting Cost: 10 mana\nUpkeep: none\nSummons a group of six illusory phantom warriors and binds them to the will of the wizard. The phantoms are Non-Corporeal, and attack with Illusory weapons that completely ignore the effects of armor. They have 3 melee strength, 0 defense, 6 resistance, and 1 hit point each, are impervious to Poison, Stoning, and most Death magic, and move with a speed of 1. When combat ends, the phantom warriors disappear.	效果：戰鬥召喚\n目標：空置地圖格\n施法花費：10 法力\n維護：無\n召喚六名幻影戰士，並使其服從巫師意志。幻影為非實體存在，使用幻象武器攻擊，完全無視護甲效果。每名各有近戰 3、防禦 0、抗性 6、生命 1，對毒素、石化及大多數死亡魔法免疫，移動速度為 1。戰鬥結束後，幻影戰士消失。	help
Effects: Unit Enchantment\nTarget: one enemy unit\nCasting Cost: 15 mana\nUpkeep: none\nAttempts to disorient a target unit. A confused unit does not recover (unless disenchanted) until after combat ends. Every turn the confused unit randomly does one of the following: stand around and do nothing, move randomly, attack allies, or attack enemies.	效果：單位結界\n目標：一個敵方單位\n施法花費：15 法力\n維護：無\n嘗試使目標單位陷入混亂。混亂的單位在戰鬥結束前無法恢復（除非被解除結界）。每個回合，混亂單位會隨機執行下列其中一種行為：原地不動、隨機移動、攻擊友方或攻擊敵方。	help
Effects: Instant\nTarget: one friendly unit\nCasting Cost: 20 mana\nUpkeep: none\nTransports a target friendly unit back to a wizard's summoning circle. If there is no space in the city for the recalled unit, one of the units already occupying the city square is displaced to a neighboring land square.	效果：即時\n目標：一個友方單位\n施法花費：20 法力\n維護：無\n將目標友方單位傳送回巫師的召喚圈所在地。若城市中無空間容納被召回的單位，原本佔據該城市格的一個單位將被移至相鄰陸地格。	help
Effects: Combat Enchantment\nTarget: n/a\nCasting Cost: 10+ mana\nUpkeep: none\nCreates a reserve of counter magic power which resists all spells cast by the opponent as if you had cast an equally-strong dispel magic. The counter percent chance equals 100 x remaining strength / (remaining strength + target spell cost). Each spell casting attempt by the opposing wizard or their forces reduces the strength of the counter magic reserve by five mana.	效果：戰鬥結界\n目標：無\n施法花費：10+ 法力\n維護：無\n建立一道反制魔法儲備，以等效驅散魔法的方式抵抗對手施放的所有法術。反制成功的機率為 100 × 剩餘強度 / (剩餘強度 + 目標法術花費)。對方巫師或其部隊每次嘗試施法，反制魔法儲備的強度就會減少 5 點法力。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 100 mana\nUpkeep: 2 mana/turn\nSummons a pair of trident-wielding nagas. These swimming creatures spit poison at their foes during combat. Nagas have 4 melee strength, +1 to hit, 3 defense, 7 resistance, and 6 hit points each. They move with a speed of 1, and their Poison Touch has a strength of 4. Nagas also possess the First Strike ability, allowing them to deal melee (and poison) damage before the opponent, but only if they initiate the attack, not when counter attacking.	效果：召喚\n目標：無\n施法花費：100 法力\n維護：2 法力/回合\n召喚一對持三叉戟的娜迦。這些水中生物在戰鬥中會向敵人噴吐毒液。娜迦各有近戰 4、命中 +1、防禦 3、抗性 7、生命 6，移動速度為 1，「毒素觸碰」強度為 4。娜迦亦具備「先手攻擊」能力，主動發起攻擊時可先於對手造成近戰（及毒素）傷害，但反擊時不具此效果。	help
