source	zh	note
Minnlow	明洛(Minnlow)	城市名
Mishran	米什蘭(Mishran)	城市名
Alairium	阿萊里姆(Alairium)	城市名
Dragon Pass	巨龍隘口(Dragon Pass)	城市名
Doomcastle	厄運堡(Doomcastle)	城市名
Solanar	索拉納(Solanar)	城市名
Farmist	法米斯特(Farmist)	城市名
Dragonfall	墜龍(Dragonfall)	城市名
Parch	帕奇(Parch)	城市名
Arie	艾莉(Arie)	城市名
Wynd	溫德(Wynd)	城市名
Firepeak	火峰(Firepeak)	城市名
Azurtfall	阿祖特瀑(Azurtfall)	城市名
Fangrock	獠岩(Fangrock)	城市名
High Top	高頂(High Top)	城市名
Hillfang	丘獠(Hillfang)	城市名
Sorin	索林(Sorin)	城市名
Straatus	斯特拉圖斯(Straatus)	城市名
Icetop	冰頂(Icetop)	城市名
Ebonsway	烏木道(Ebonsway)	城市名
Ultigar	烏爾提加(Ultigar)	城市名
Pyre	焚台(Pyre)	城市名
Asengard	阿森加德(Asengard)	城市名
Stonegate	石門(Stonegate)	城市名
Blade Stone	刃石(Blade Stone)	城市名
Rockwedge	楔岩(Rockwedge)	城市名
Abanax	阿巴納克斯(Abanax)	城市名
Ailearth	艾爾地(Ailearth)	城市名
Fire Keep	火堡(Fire Keep)	城市名
Asbraun	阿斯布勞恩(Asbraun)	城市名
Axhome	斧鄉(Axhome)	城市名
Iron Wall	鐵牆(Iron Wall)	城市名
Raug Wall	勞格牆(Raug Wall)	城市名
Stonehome	石鄉(Stonehome)	城市名
Finnrock	芬恩岩(Finnrock)	城市名
Southold	南固(Southold)	城市名
Stony Peak	石峰(Stony Peak)	城市名
Crag Keep	峭堡(Crag Keep)	城市名
Hearth	爐鄉(Hearth)	城市名
Basel	巴塞爾(Basel)	城市名
Aachen	亞琛(Aachen)	城市名
Braunweig	布朗史威(Braunweig)	城市名
Breslau	布雷斯勞(Breslau)	城市名
Brunn	布隆(Brunn)	城市名
Dortmond	多特蒙德(Dortmond)	城市名
Maimz	邁姆茨(Maimz)	城市名
Nymax	尼馬克斯(Nymax)	城市名
Ozenwall	歐森牆(Ozenwall)	城市名
Posen	波森(Posen)	城市名
Speger	斯佩格(Speger)	城市名
Steyr	施泰爾(Steyr)	城市名
Trier	特里爾(Trier)	城市名
Vordinax	沃迪納克斯(Vordinax)	城市名
Jogrin	喬格林(Jogrin)	城市名
Geras	格拉斯(Geras)	城市名
Megamoria	梅加莫里亞(Megamoria)	城市名
Melegok	梅萊戈克(Melegok)	城市名
Tiamut	提亞穆特(Tiamut)	城市名
Creymona	克雷莫納(Creymona)	城市名
Miroban	米羅班(Miroban)	城市名
Eastway	東道(Eastway)	城市名
Palaor	帕拉奧(Palaor)	城市名
Elyndendale	伊林登谷(Elyndendale)	城市名
Cornwell	康威爾(Cornwell)	城市名
Jollyville	喬利村(Jollyville)	城市名
Hickorydale	山核桃谷(Hickorydale)	城市名
Hialanth	希亞蘭斯(Hialanth)	城市名
Ethridge	埃斯里奇(Ethridge)	城市名
Myrean	米里安(Myrean)	城市名
Mirndale	米恩谷(Mirndale)	城市名
Honeypool	蜜池(Honeypool)	城市名
Eventon	伊文頓(Eventon)	城市名
Sunnydale	陽光谷(Sunnydale)	城市名
Bremen	不來梅(Bremen)	城市名
Sacred Vale	聖谷(Sacred Vale)	城市名
Medowdale	草地谷(Medowdale)	城市名
Cornberry	康貝里(Cornberry)	城市名
Hillshire	丘郡(Hillshire)	城市名
Torwell	托威爾(Torwell)	城市名
Silverdale	銀谷(Silverdale)	城市名
Esterwood	埃斯特森林(Esterwood)	城市名
Rivendale	瑞文谷(Rivendale)	城市名
Alm	阿姆(Alm)	城市名
Arissawood	阿麗莎森林(Arissawood)	城市名
Karsol	卡索爾(Karsol)	城市名
Prose	普羅斯(Prose)	城市名
Fairwall	美牆(Fairwall)	城市名
Arairia	阿萊里亞(Arairia)	城市名
Lylros	利爾羅斯(Lylros)	城市名
Lanerell	拉內雷爾(Lanerell)	城市名
Venagreen	維納綠野(Venagreen)	城市名
Rosewood	玫瑰木(Rosewood)	城市名
Ashenwood	灰燼森林(Ashenwood)	城市名
Wooddale	林谷(Wooddale)	城市名
Avalon	阿瓦隆(Avalon)	城市名
Elmwood	榆木(Elmwood)	城市名
Glendale	格倫谷(Glendale)	城市名
Timberland	木地(Timberland)	城市名
Gatewood	門林(Gatewood)	城市名
Coventry	考文垂(Coventry)	城市名
York	約克(York)	城市名
Nottingham	諾丁漢(Nottingham)	城市名
Birmingham	伯明罕(Birmingham)	城市名
Dover	多佛(Dover)	城市名
Liverpool	利物浦(Liverpool)	城市名
Brighton	布萊頓(Brighton)	城市名
Oxford	牛津(Oxford)	城市名
Reading	雷丁(Reading)	城市名
Exeter	埃克塞特(Exeter)	城市名
Cambridge	劍橋(Cambridge)	城市名
Hastings	黑斯廷斯(Hastings)	城市名
Cantebury	坎特伯里(Cantebury)	城市名
Banbury	班伯里(Banbury)	城市名
Newcastle	新堡(Newcastle)	城市名
Haven	避風港(Haven)	城市名
New Haven	新港(New Haven)	城市名
Denislin	德尼斯林(Denislin)	城市名
Newland	新地(Newland)	城市名
Fa-rul	法魯爾(Fa-rul)	城市名
Niktock	尼克托克(Niktock)	城市名
Ixtu	伊克斯圖(Ixtu)	城市名
Keltok	凱爾托克(Keltok)	城市名
Hsi-raz	西拉茲(Hsi-raz)	城市名
Cai-ru	采儒(Cai-ru)	城市名
Katax	卡塔克斯(Katax)	城市名
Ni-aru	尼亞魯(Ni-aru)	城市名
Chu-wak	楚瓦克(Chu-wak)	城市名
Ty-go	泰戈(Ty-go)	城市名
Aiym	艾姆(Aiym)	城市名
Tar-reash	塔雷什(Tar-reash)	城市名
Shen-khi	申基(Shen-khi)	城市名
Li-ray	李雷(Li-ray)	城市名
Braxus	布拉克蘇斯(Braxus)	城市名
Pangor	潘戈(Pangor)	城市名
Thirock	希羅克(Thirock)	城市名
Zho	卓(Zho)	城市名
Tartz	塔茨(Tartz)	城市名
Rakutal	拉庫塔爾(Rakutal)	城市名
South Wash	南灘(South Wash)	城市名
Thorn	荊棘(Thorn)	城市名
Ulm	烏爾姆(Ulm)	城市名
Ulna	烏爾納(Ulna)	城市名
Lizard Caves	蜥蜴洞(Lizard Caves)	城市名
Longrift	長裂(Longrift)	城市名
Lizardmarch	蜥蜴沼(Lizardmarch)	城市名
Nar	納爾(Nar)	城市名
Mudspray	泥濺(Mudspray)	城市名
Sawtooth	鋸齒(Sawtooth)	城市名
Gore	血污(Gore)	城市名
Dirage	迪拉吉(Dirage)	城市名
Sludgehome	淤泥鄉(Sludgehome)	城市名
Sedge	莎草(Sedge)	城市名
Rashem	拉申(Rashem)	城市名
Hob	霍布(Hob)	城市名
Shatterod	夏特羅德(Shatterod)	城市名
Scacrest	斯卡克雷斯(Scacrest)	城市名
Shellford	貝殼渡(Shellford)	城市名
Hornbrant	霍恩布蘭特(Hornbrant)	城市名
Mecca	麥加(Mecca)	城市名
Naples	那不勒斯(Naples)	城市名
Sidon	西頓(Sidon)	城市名
Tyre	提爾(Tyre)	城市名
Tarsus	塔爾蘇斯(Tarsus)	城市名
Issus	伊蘇斯(Issus)	城市名
Cunaxa	庫納克薩(Cunaxa)	城市名
Cremona	克雷莫納(Cremona)	城市名
Cannae	坎奈(Cannae)	城市名
Capua	卡普亞(Capua)	城市名
Torin	托林(Torin)	城市名
Genoa	熱那亞(Genoa)	城市名
Utica	烏提卡(Utica)	城市名
Damascus	大馬士革(Damascus)	城市名
Verona	維羅納(Verona)	城市名
Salamis	薩拉米斯(Salamis)	城市名
Blake	布雷克(Blake)	城市名
Harold	哈洛德(Harold)	城市名
Isseme	伊塞梅(Isseme)	城市名
Doraat	多拉特(Doraat)	城市名
Robenaar	羅貝納(Robenaar)	城市名
Wrrmwood	蟲木(Wrrmwood)	城市名
Xanten	克桑滕(Xanten)	城市名
Charack	查拉克(Charack)	城市名
Largut	拉格特(Largut)	城市名
Bangaak	班加克(Bangaak)	城市名
Darkpool	暗池(Darkpool)	城市名
Golcanar	戈爾卡納(Golcanar)	城市名
Skulltop	骷髏頂(Skulltop)	城市名
Gotartop	戈塔頂(Gotartop)	城市名
Zuul	祖爾(Zuul)	城市名
Craagpool	克拉格池(Craagpool)	城市名
Krong	克朗(Krong)	城市名
Krag Pool	岩池(Krag Pool)	城市名
Fell Gorge	凶峽(Fell Gorge)	城市名
Gronk	格朗克(Gronk)	城市名
Torogaar	托羅加爾(Torogaar)	城市名
Oxenaak	奧克斯納克(Oxenaak)	城市名
Zom	佐姆(Zom)	城市名
Rife	賴夫(Rife)	城市名
Erfurt	埃爾福特(Erfurt)	城市名
Gorfite	戈爾法特(Gorfite)	城市名
Goslar	戈斯拉爾(Goslar)	城市名
Graz	格拉茨(Graz)	城市名
Groningen	格羅寧根(Groningen)	城市名
Koblenz	科布倫茨(Koblenz)	城市名
Mainz	美因茨(Mainz)	城市名
Fauul	福爾(Fauul)	城市名
Giant Peaks	巨人峰(Giant Peaks)	城市名
Craagut	克拉格特(Craagut)	城市名
Bryn	布林(Bryn)	城市名
Rothiem	羅西姆(Rothiem)	城市名
Phobas	佛巴斯(Phobas)	城市名
Dang	當格(Dang)	城市名
Zorag	佐拉格(Zorag)	城市名
Undermarsh	地底沼(Undermarsh)	城市名
Rotwood	腐木(Rotwood)	城市名
Pyth	派斯(Pyth)	城市名
Muck	穢泥(Muck)	城市名
Deathmound	亡者塚(Deathmound)	城市名
